samp_date,samp_ev,exp,rep,Group,type,shp,sa,la,wi,counts,pres_fact,vol_set_ml,n_bugs,time_d,mag,tot_vol_um3,vol_per_org_um3,tot_biomass_pgc,bio_per_vol_pgc_ml,bio_per_vol_ugl,counts_per_ml,size,grp_typ,grp_sz,esd,grp_esd
2019-08-15,WLD2,T24,3,cyanobacteria,aphanizomenon,cyl,8,80,NA,23,0.907,27,24,1,100x,92485.76000000001,4021.1200000000003,16739.922560000003,683.5690538609173,0.6835690538609173,0.9391971905753603,8 80,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,19.73,cyanobacteria aphanizomenon 19.73
2019-07-25,SJR1,FC,1,cyanobacteria,aphanizomenon,cyl,8,80,NA,0,0.919,18,24,1,100x,0,NA,NA,NA,NA,0,8 80,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,NaN,cyanobacteria aphanizomenon NaN
2019-07-25,SJR1,T24,1,cyanobacteria,aphanizomenon,cyl,8,80,NA,0,0.918,22,24,1,100x,0,NA,NA,NA,NA,0,8 80,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,NaN,cyanobacteria aphanizomenon NaN
2019-07-25,SJR1,FC,2,cyanobacteria,aphanizomenon,cyl,8,80,NA,0,0.917,22.5,24,1,100x,0,NA,NA,NA,NA,0,8 80,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,NaN,cyanobacteria aphanizomenon NaN
2019-07-25,SJR1,T24,2,cyanobacteria,aphanizomenon,cyl,8,80,NA,0,0.917,22,24,1,100x,0,NA,NA,NA,NA,0,8 80,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,NaN,cyanobacteria aphanizomenon NaN
2019-07-25,SJR1,FC,3,cyanobacteria,aphanizomenon,cyl,8,80,NA,3,0.917,25,24,1,100x,12063.36,4021.1200000000003,2183.46816,95.2439764449291,0.0952439764449291,0.13086150490730644,8 80,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,19.73,cyanobacteria aphanizomenon 19.73
2019-07-25,SJR1,T24,3,cyanobacteria,aphanizomenon,cyl,8,80,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,0,8 80,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,NaN,cyanobacteria aphanizomenon NaN
2019-09-19,YBP2,FC,1,cyanobacteria,aphanizomenon,cyl,8,80,NA,7,0.914,5,24,1,100x,28147.840000000004,4021.1200000000003,5094.759040000001,1114.8269234135669,1.1148269234135668,1.5317286652078774,8 80,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,19.73,cyanobacteria aphanizomenon 19.73
2019-09-19,YBP2,T24,1,cyanobacteria,aphanizomenon,cyl,8,80,NA,48,0.911,8.5,24,1,100x,193013.76,4021.1200000000003,34935.49056,4511.589147026538,4.5115891470265375,6.198747336475754,8 80,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,19.73,cyanobacteria aphanizomenon 19.73
2019-09-19,YBP2,FC,2,cyanobacteria,aphanizomenon,cyl,8,80,NA,0,0.915,9,24,1,100x,0,NA,NA,NA,NA,0,8 80,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,NaN,cyanobacteria aphanizomenon NaN
2019-09-19,YBP2,T24,2,cyanobacteria,aphanizomenon,cyl,8,80,NA,57,0.917,8,24,1,100x,229203.84000000003,4021.1200000000003,41485.89504,5655.111101417667,5.655111101417667,7.769901853871319,8 80,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,19.73,cyanobacteria aphanizomenon 19.73
2019-09-19,YBP2,FC,3,cyanobacteria,aphanizomenon,cyl,8,80,NA,0,0.924,15,24,1,100x,0,NA,NA,NA,NA,0,8 80,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,NaN,cyanobacteria aphanizomenon NaN
2019-09-19,YBP2,T24,3,cyanobacteria,aphanizomenon,cyl,8,80,NA,0,0.922,15,24,1,100x,0,NA,NA,NA,NA,0,8 80,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,NaN,cyanobacteria aphanizomenon NaN
2019-09-05,SJR2,FC,1,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-09-05,SJR2,T24,1,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-09-05,SJR2,FC,2,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.914,25,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-09-05,SJR2,T24,2,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.919,25,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-09-05,SJR2,FC,3,cyanobacteria,aphanizomenon,cyl,8,120,NA,64,0.918,25,24,1,100x,386027.52,6031.68,69870.98112,3044.487194771242,3.044487194771242,2.7886710239651418,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,22.58,cyanobacteria aphanizomenon 22.58
2019-09-05,SJR2,T24,3,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-08-01,YBP1,FC,1,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.907,25,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-08-01,YBP1,T24,1,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.919,26,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-08-01,YBP1,FC,2,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.911,26,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-08-01,YBP1,T24,2,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.911,25,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-08-01,YBP1,FC,3,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.918,27,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-08-01,YBP1,T24,3,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.918,25,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-08-20,LSZ2,FC,1,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-08-20,LSZ2,T24,1,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.922,24,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-08-20,LSZ2,FC,2,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.912,25,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-08-20,LSZ2,T24,2,cyanobacteria,aphanizomenon,cyl,8,120,NA,1,0.914,25,24,1,100x,6031.68,6031.68,1091.73408,47.77829671772428,0.04777829671772428,0.0437636761487965,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,22.58,cyanobacteria aphanizomenon 22.58
2019-08-20,LSZ2,FC,3,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.914,25,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-08-20,LSZ2,T24,3,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-08-15,WLD2,FC,1,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.904,24,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-08-15,WLD2,T24,1,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.906,26,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-08-15,WLD2,FC,2,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-08-15,WLD2,T24,2,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-08-15,WLD2,FC,3,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.909,25,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-08-15,WLD2,T24,3,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.907,27,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-07-25,SJR1,FC,1,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.919,18,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-07-25,SJR1,T24,1,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.918,22,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-07-25,SJR1,FC,2,cyanobacteria,aphanizomenon,cyl,8,120,NA,6,0.917,22.5,24,1,100x,36190.08,6031.68,6550.40448,317.4799214830971,0.31747992148309706,0.2908033442384587,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,22.58,cyanobacteria aphanizomenon 22.58
2019-07-25,SJR1,T24,2,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.917,22,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-07-25,SJR1,FC,3,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-07-25,SJR1,T24,3,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-09-19,YBP2,FC,1,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.914,5,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-09-19,YBP2,T24,1,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.911,8.5,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-09-19,YBP2,FC,2,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.915,9,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-09-19,YBP2,T24,2,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.917,8,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-09-19,YBP2,FC,3,cyanobacteria,aphanizomenon,cyl,8,120,NA,0,0.924,15,24,1,100x,0,NA,NA,NA,NA,0,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,NaN,cyanobacteria aphanizomenon NaN
2019-09-19,YBP2,T24,3,cyanobacteria,aphanizomenon,cyl,8,120,NA,130,0.922,15,24,1,100x,784118.4,6031.68,141925.4304,10262.142472885032,10.262142472885033,9.399855386840203,8 120,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,22.58,cyanobacteria aphanizomenon 22.58
2019-09-05,SJR2,FC,1,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-09-05,SJR2,T24,1,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-09-05,SJR2,FC,2,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.914,25,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-09-05,SJR2,T24,2,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.919,25,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-09-05,SJR2,FC,3,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.918,25,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-09-05,SJR2,T24,3,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-08-01,YBP1,FC,1,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.907,25,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-08-01,YBP1,T24,1,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.919,26,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-08-01,YBP1,FC,2,cyanobacteria,aphanizomenon,cyl,8,320,NA,1,0.911,26,24,1,100x,16084.480000000001,16084.480000000001,2911.29088,122.911883813223,0.122911883813223,0.04221903233977877,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,31.32,cyanobacteria aphanizomenon 31.32
2019-08-01,YBP1,T24,2,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.911,25,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-08-01,YBP1,FC,3,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.918,27,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-08-01,YBP1,T24,3,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.918,25,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-08-20,LSZ2,FC,1,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-08-20,LSZ2,T24,1,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.922,24,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-08-20,LSZ2,FC,2,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.912,25,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-08-20,LSZ2,T24,2,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.914,25,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-08-20,LSZ2,FC,3,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.914,25,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-08-20,LSZ2,T24,3,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-08-15,WLD2,FC,1,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.904,24,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-08-15,WLD2,T24,1,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.906,26,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-08-15,WLD2,FC,2,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-08-15,WLD2,T24,2,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-08-15,WLD2,FC,3,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.909,25,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-08-15,WLD2,T24,3,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.907,27,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-07-25,SJR1,FC,1,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.919,18,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-07-25,SJR1,T24,1,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.918,22,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-07-25,SJR1,FC,2,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.917,22.5,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-07-25,SJR1,T24,2,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.917,22,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-07-25,SJR1,FC,3,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-07-25,SJR1,T24,3,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-09-19,YBP2,FC,1,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.914,5,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-09-19,YBP2,T24,1,cyanobacteria,aphanizomenon,cyl,8,320,NA,4,0.911,8.5,24,1,100x,64337.920000000006,16084.480000000001,11645.16352,1503.863049008846,1.503863049008846,0.5165622780396462,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,31.32,cyanobacteria aphanizomenon 31.32
2019-09-19,YBP2,FC,2,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.915,9,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-09-19,YBP2,T24,2,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.917,8,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-09-19,YBP2,FC,3,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.924,15,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-09-19,YBP2,T24,3,cyanobacteria,aphanizomenon,cyl,8,320,NA,0,0.922,15,24,1,100x,0,NA,NA,NA,NA,0,8 320,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,NaN,cyanobacteria aphanizomenon NaN
2019-09-05,SJR2,FC,1,cyanobacteria,dolichospermum,cyl,4,16,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,0,4 16,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 16,NaN,cyanobacteria dolichospermum NaN
2019-09-05,SJR2,T24,1,cyanobacteria,dolichospermum,cyl,4,16,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,0,4 16,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 16,NaN,cyanobacteria dolichospermum NaN
2019-09-05,SJR2,FC,2,cyanobacteria,dolichospermum,cyl,4,16,NA,0,0.914,25,24,1,100x,0,NA,NA,NA,NA,0,4 16,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 16,NaN,cyanobacteria dolichospermum NaN
2019-09-05,SJR2,T24,2,cyanobacteria,dolichospermum,cyl,4,16,NA,0,0.919,25,24,1,100x,0,NA,NA,NA,NA,0,4 16,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 16,NaN,cyanobacteria dolichospermum NaN
2019-09-05,SJR2,FC,3,cyanobacteria,dolichospermum,cyl,4,16,NA,0,0.918,25,24,1,100x,0,NA,NA,NA,NA,0,4 16,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 16,NaN,cyanobacteria dolichospermum NaN
2019-09-05,SJR2,T24,3,cyanobacteria,dolichospermum,cyl,4,16,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,0,4 16,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 16,NaN,cyanobacteria dolichospermum NaN
2019-08-01,YBP1,FC,1,cyanobacteria,dolichospermum,cyl,4,16,NA,0,0.907,25,24,1,100x,0,NA,NA,NA,NA,0,4 16,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 16,NaN,cyanobacteria dolichospermum NaN
2019-08-01,YBP1,T24,1,cyanobacteria,dolichospermum,cyl,4,16,NA,0,0.919,26,24,1,100x,0,NA,NA,NA,NA,0,4 16,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 16,NaN,cyanobacteria dolichospermum NaN
2019-08-01,YBP1,FC,2,cyanobacteria,dolichospermum,cyl,4,16,NA,0,0.911,26,24,1,100x,0,NA,NA,NA,NA,0,4 16,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 16,NaN,cyanobacteria dolichospermum NaN
2019-08-01,YBP1,T24,2,cyanobacteria,dolichospermum,cyl,4,16,NA,0,0.911,25,24,1,100x,0,NA,NA,NA,NA,0,4 16,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 16,NaN,cyanobacteria dolichospermum NaN
2019-08-01,YBP1,FC,3,cyanobacteria,dolichospermum,cyl,4,16,NA,0,0.918,27,24,1,100x,0,NA,NA,NA,NA,0,4 16,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 16,NaN,cyanobacteria dolichospermum NaN
2019-08-01,YBP1,T24,3,cyanobacteria,dolichospermum,cyl,4,16,NA,0,0.918,25,24,1,100x,0,NA,NA,NA,NA,0,4 16,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 16,NaN,cyanobacteria dolichospermum NaN
2019-08-20,LSZ2,FC,1,cyanobacteria,dolichospermum,cyl,4,16,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,0,4 16,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 16,NaN,cyanobacteria dolichospermum NaN
2019-08-20,LSZ2,T24,1,cyanobacteria,dolichospermum,cyl,4,16,NA,0,0.922,24,24,1,100x,0,NA,NA,NA,NA,0,4 16,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 16,NaN,cyanobacteria dolichospermum NaN
2019-08-20,LSZ2,FC,2,cyanobacteria,dolichospermum,cyl,4,16,NA,0,0.912,25,24,1,100x,0,NA,NA,NA,NA,0,4 16,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 16,NaN,cyanobacteria dolichospermum NaN
