samp_date,samp_ev,exp,rep,Group,type,shp,sa,la,wi,counts,pres_fact,vol_set_ml,n_bugs,time_d,mag,tot_vol_um3,vol_per_org_um3,tot_biomass_pgc,bio_per_org_pgC,bio_per_vol_pgc_ml,bio_per_vol_ugl,counts_per_ml,esd,size,grp_typ,grp_sz,grp_esd
2019-08-01,YBP1,T24,3,cyanobacteria,other,cyl,8,168,NA,0,0.918,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-07-31,YBP1,IC,1,cyanobacteria,other,cyl,8,168,NA,0,0.902,26,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-07-31,YBP1,IC,2,cyanobacteria,other,cyl,8,168,NA,0,0.907,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-07-31,YBP1,IC,3,cyanobacteria,other,cyl,8,168,NA,0,0.904,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-08-18,LSZ2,site,N/A,cyanobacteria,other,cyl,8,168,NA,0,0.902,18,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-08-20,LSZ2,FC,1,cyanobacteria,other,cyl,8,168,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-08-20,LSZ2,T24,1,cyanobacteria,other,cyl,8,168,NA,0,0.922,24,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-08-20,LSZ2,FC,2,cyanobacteria,other,cyl,8,168,NA,0,0.912,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-08-20,LSZ2,T24,2,cyanobacteria,other,cyl,8,168,NA,0,0.914,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-08-20,LSZ2,FC,3,cyanobacteria,other,cyl,8,168,NA,0,0.914,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-08-20,LSZ2,T24,3,cyanobacteria,other,cyl,8,168,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-08-19,LSZ2,IC,1,cyanobacteria,other,cyl,8,168,NA,0,0.918,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-08-19,LSZ2,IC,2,cyanobacteria,other,cyl,8,168,NA,0,0.918,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-08-19,LSZ2,IC,3,cyanobacteria,other,cyl,8,168,NA,0,0.922,27,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-08-13,WLD2,site,N/A,cyanobacteria,other,cyl,8,168,NA,0,0.902,17,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-08-15,WLD2,FC,1,cyanobacteria,other,cyl,8,168,NA,0,0.904,24,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-08-15,WLD2,T24,1,cyanobacteria,other,cyl,8,168,NA,0,0.906,26,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-08-15,WLD2,FC,2,cyanobacteria,other,cyl,8,168,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-08-15,WLD2,T24,2,cyanobacteria,other,cyl,8,168,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-08-15,WLD2,FC,3,cyanobacteria,other,cyl,8,168,NA,0,0.909,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-08-15,WLD2,T24,3,cyanobacteria,other,cyl,8,168,NA,0,0.907,27,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-08-14,WLD2,IC,1,cyanobacteria,other,cyl,8,168,NA,0,0.917,26,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-08-14,WLD2,IC,2,cyanobacteria,other,cyl,8,168,NA,0,0.907,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-08-14,WLD2,IC,3,cyanobacteria,other,cyl,8,168,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-07-23,SJR1,site,N/A,cyanobacteria,other,cyl,8,168,NA,0,0.901,21,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-07-25,SJR1,FC,1,cyanobacteria,other,cyl,8,168,NA,0,0.919,18,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-07-25,SJR1,T24,1,cyanobacteria,other,cyl,8,168,NA,0,0.918,22,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-07-25,SJR1,FC,2,cyanobacteria,other,cyl,8,168,NA,0,0.917,22.5,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-07-25,SJR1,T24,2,cyanobacteria,other,cyl,8,168,NA,0,0.917,22,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-07-25,SJR1,FC,3,cyanobacteria,other,cyl,8,168,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-07-25,SJR1,T24,3,cyanobacteria,other,cyl,8,168,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-07-24,SJR1,IC,1,cyanobacteria,other,cyl,8,168,NA,0,0.909,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-07-24,SJR1,IC,2,cyanobacteria,other,cyl,8,168,NA,0,0.911,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-07-24,SJR1,IC,3,cyanobacteria,other,cyl,8,168,NA,0,0.909,28,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-09-17,YBP2,site,N/A,cyanobacteria,other,cyl,8,168,NA,0,0.895,15,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-09-19,YBP2,FC,1,cyanobacteria,other,cyl,8,168,NA,17,0.914,5,24,1,100x,143553.98400000003,8444.352,25983.271104000003,1528.4277120000002,5685.617309409191,5.685617309409191,3.719912472647702,25.27,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other 25.27
2019-09-19,YBP2,T24,1,cyanobacteria,other,cyl,8,168,NA,0,0.911,8.5,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-09-19,YBP2,FC,2,cyanobacteria,other,cyl,8,168,NA,5,0.915,9,24,1,100x,42221.76,8444.352,7642.13856,1528.4277120000002,928.0071111111113,0.9280071111111112,0.6071645415907712,25.27,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other 25.27
2019-09-19,YBP2,T24,2,cyanobacteria,other,cyl,8,168,NA,0,0.917,8,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-09-19,YBP2,FC,3,cyanobacteria,other,cyl,8,168,NA,1,0.924,15,24,1,100x,8444.352,8444.352,1528.4277120000002,1528.4277120000002,110.2761696969697,0.1102761696969697,0.07215007215007214,25.27,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other 25.27
2019-09-19,YBP2,T24,3,cyanobacteria,other,cyl,8,168,NA,0,0.922,15,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-09-18,YBP2,IC,1,cyanobacteria,other,cyl,8,168,NA,0,0.914,20,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-09-18,YBP2,IC,2,cyanobacteria,other,cyl,8,168,NA,0,0.912,17,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-09-18,YBP2,IC,3,cyanobacteria,other,cyl,8,168,NA,0,0.919,20,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,8 168,cyanobacteria other,cyanobacteria other 8 168,cyanobacteria other NaN
2019-09-03,SJR2,site,N/A,diatom,centric,cyl,32,32,NA,0,0.889,18,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-09-05,SJR2,FC,1,diatom,centric,cyl,32,32,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-09-05,SJR2,T24,1,diatom,centric,cyl,32,32,NA,1,0.915,25,24,1,100x,25735.168,25735.168,899.2079864957764,899.2079864957764,39.309638753913724,0.039309638753913724,0.04371584699453552,36.63,32 32,diatom centric,diatom centric 32 32,diatom centric 36.63
2019-09-05,SJR2,FC,2,diatom,centric,cyl,32,32,NA,0,0.914,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-09-05,SJR2,T24,2,diatom,centric,cyl,32,32,NA,0,0.919,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-09-05,SJR2,FC,3,diatom,centric,cyl,32,32,NA,0,0.918,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-09-05,SJR2,T24,3,diatom,centric,cyl,32,32,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-09-04,SJR2,IC,1,diatom,centric,cyl,32,32,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-09-04,SJR2,IC,2,diatom,centric,cyl,32,32,NA,0,0.919,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-09-04,SJR2,IC,3,diatom,centric,cyl,32,32,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-07-30,YBP1,site,N/A,diatom,centric,cyl,32,32,NA,0,0.898,16,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-01,YBP1,FC,1,diatom,centric,cyl,32,32,NA,0,0.907,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-01,YBP1,T24,1,diatom,centric,cyl,32,32,NA,0,0.919,26,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-01,YBP1,FC,2,diatom,centric,cyl,32,32,NA,0,0.911,26,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-01,YBP1,T24,2,diatom,centric,cyl,32,32,NA,0,0.911,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-01,YBP1,FC,3,diatom,centric,cyl,32,32,NA,0,0.918,27,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-01,YBP1,T24,3,diatom,centric,cyl,32,32,NA,0,0.918,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-07-31,YBP1,IC,1,diatom,centric,cyl,32,32,NA,0,0.902,26,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-07-31,YBP1,IC,2,diatom,centric,cyl,32,32,NA,0,0.907,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-07-31,YBP1,IC,3,diatom,centric,cyl,32,32,NA,0,0.904,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-18,LSZ2,site,N/A,diatom,centric,cyl,32,32,NA,0,0.902,18,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-20,LSZ2,FC,1,diatom,centric,cyl,32,32,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-20,LSZ2,T24,1,diatom,centric,cyl,32,32,NA,0,0.922,24,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-20,LSZ2,FC,2,diatom,centric,cyl,32,32,NA,0,0.912,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-20,LSZ2,T24,2,diatom,centric,cyl,32,32,NA,0,0.914,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-20,LSZ2,FC,3,diatom,centric,cyl,32,32,NA,0,0.914,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-20,LSZ2,T24,3,diatom,centric,cyl,32,32,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-19,LSZ2,IC,1,diatom,centric,cyl,32,32,NA,0,0.918,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-19,LSZ2,IC,2,diatom,centric,cyl,32,32,NA,0,0.918,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-19,LSZ2,IC,3,diatom,centric,cyl,32,32,NA,0,0.922,27,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-13,WLD2,site,N/A,diatom,centric,cyl,32,32,NA,0,0.902,17,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-15,WLD2,FC,1,diatom,centric,cyl,32,32,NA,0,0.904,24,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-15,WLD2,T24,1,diatom,centric,cyl,32,32,NA,0,0.906,26,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-15,WLD2,FC,2,diatom,centric,cyl,32,32,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-15,WLD2,T24,2,diatom,centric,cyl,32,32,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-15,WLD2,FC,3,diatom,centric,cyl,32,32,NA,0,0.909,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-15,WLD2,T24,3,diatom,centric,cyl,32,32,NA,0,0.907,27,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-14,WLD2,IC,1,diatom,centric,cyl,32,32,NA,0,0.917,26,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-14,WLD2,IC,2,diatom,centric,cyl,32,32,NA,0,0.907,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-08-14,WLD2,IC,3,diatom,centric,cyl,32,32,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-07-23,SJR1,site,N/A,diatom,centric,cyl,32,32,NA,0,0.901,21,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-07-25,SJR1,FC,1,diatom,centric,cyl,32,32,NA,0,0.919,18,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-07-25,SJR1,T24,1,diatom,centric,cyl,32,32,NA,0,0.918,22,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-07-25,SJR1,FC,2,diatom,centric,cyl,32,32,NA,0,0.917,22.5,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-07-25,SJR1,T24,2,diatom,centric,cyl,32,32,NA,0,0.917,22,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-07-25,SJR1,FC,3,diatom,centric,cyl,32,32,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-07-25,SJR1,T24,3,diatom,centric,cyl,32,32,NA,0,0.906,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-07-24,SJR1,IC,1,diatom,centric,cyl,32,32,NA,0,0.909,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-07-24,SJR1,IC,2,diatom,centric,cyl,32,32,NA,0,0.911,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-07-24,SJR1,IC,3,diatom,centric,cyl,32,32,NA,0,0.909,28,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-09-17,YBP2,site,N/A,diatom,centric,cyl,32,32,NA,0,0.895,15,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-09-19,YBP2,FC,1,diatom,centric,cyl,32,32,NA,0,0.914,5,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-09-19,YBP2,T24,1,diatom,centric,cyl,32,32,NA,0,0.911,8.5,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-09-19,YBP2,FC,2,diatom,centric,cyl,32,32,NA,0,0.915,9,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-09-19,YBP2,T24,2,diatom,centric,cyl,32,32,NA,0,0.917,8,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-09-19,YBP2,FC,3,diatom,centric,cyl,32,32,NA,0,0.924,15,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-09-19,YBP2,T24,3,diatom,centric,cyl,32,32,NA,0,0.922,15,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-09-18,YBP2,IC,1,diatom,centric,cyl,32,32,NA,0,0.914,20,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-09-18,YBP2,IC,2,diatom,centric,cyl,32,32,NA,0,0.912,17,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-09-18,YBP2,IC,3,diatom,centric,cyl,32,32,NA,0,0.919,20,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,32 32,diatom centric,diatom centric 32 32,diatom centric NaN
2019-09-03,SJR2,site,N/A,diatom,centric,cyl,40,40,NA,0,0.889,18,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,40 40,diatom centric,diatom centric 40 40,diatom centric NaN
2019-09-05,SJR2,FC,1,diatom,centric,cyl,40,40,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,40 40,diatom centric,diatom centric 40 40,diatom centric NaN
2019-09-05,SJR2,T24,1,diatom,centric,cyl,40,40,NA,0,0.915,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,40 40,diatom centric,diatom centric 40 40,diatom centric NaN
2019-09-05,SJR2,FC,2,diatom,centric,cyl,40,40,NA,0,0.914,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,40 40,diatom centric,diatom centric 40 40,diatom centric NaN
2019-09-05,SJR2,T24,2,diatom,centric,cyl,40,40,NA,0,0.919,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,40 40,diatom centric,diatom centric 40 40,diatom centric NaN
2019-09-05,SJR2,FC,3,diatom,centric,cyl,40,40,NA,0,0.918,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,40 40,diatom centric,diatom centric 40 40,diatom centric NaN
2019-09-05,SJR2,T24,3,diatom,centric,cyl,40,40,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,40 40,diatom centric,diatom centric 40 40,diatom centric NaN
2019-09-04,SJR2,IC,1,diatom,centric,cyl,40,40,NA,2,0.915,25,24,1,100x,100528.00000000001,50264.00000000001,2986.762885997871,1493.3814429989354,130.56886933324026,0.13056886933324025,0.08743169398907104,45.79,40 40,diatom centric,diatom centric 40 40,diatom centric 45.79
2019-09-04,SJR2,IC,2,diatom,centric,cyl,40,40,NA,0,0.919,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,40 40,diatom centric,diatom centric 40 40,diatom centric NaN
2019-09-04,SJR2,IC,3,diatom,centric,cyl,40,40,NA,0,0.917,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,40 40,diatom centric,diatom centric 40 40,diatom centric NaN
2019-07-30,YBP1,site,N/A,diatom,centric,cyl,40,40,NA,0,0.898,16,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,40 40,diatom centric,diatom centric 40 40,diatom centric NaN
2019-08-01,YBP1,FC,1,diatom,centric,cyl,40,40,NA,0,0.907,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,40 40,diatom centric,diatom centric 40 40,diatom centric NaN
2019-08-01,YBP1,T24,1,diatom,centric,cyl,40,40,NA,0,0.919,26,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,40 40,diatom centric,diatom centric 40 40,diatom centric NaN
2019-08-01,YBP1,FC,2,diatom,centric,cyl,40,40,NA,0,0.911,26,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,40 40,diatom centric,diatom centric 40 40,diatom centric NaN
2019-08-01,YBP1,T24,2,diatom,centric,cyl,40,40,NA,0,0.911,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,40 40,diatom centric,diatom centric 40 40,diatom centric NaN
2019-08-01,YBP1,FC,3,diatom,centric,cyl,40,40,NA,0,0.918,27,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,40 40,diatom centric,diatom centric 40 40,diatom centric NaN
2019-08-01,YBP1,T24,3,diatom,centric,cyl,40,40,NA,0,0.918,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,40 40,diatom centric,diatom centric 40 40,diatom centric NaN
2019-07-31,YBP1,IC,1,diatom,centric,cyl,40,40,NA,0,0.902,26,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,40 40,diatom centric,diatom centric 40 40,diatom centric NaN
2019-07-31,YBP1,IC,2,diatom,centric,cyl,40,40,NA,0,0.907,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,40 40,diatom centric,diatom centric 40 40,diatom centric NaN
2019-07-31,YBP1,IC,3,diatom,centric,cyl,40,40,NA,0,0.904,25,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,40 40,diatom centric,diatom centric 40 40,diatom centric NaN
2019-08-18,LSZ2,site,N/A,diatom,centric,cyl,40,40,NA,0,0.902,18,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,40 40,diatom centric,diatom centric 40 40,diatom centric NaN
2019-08-20,LSZ2,FC,1,diatom,centric,cyl,40,40,NA,12,0.917,25,24,1,100x,603168.0000000001,50264.00000000001,14479.447736469387,1206.6206447057823,631.6007736736918,0.6316007736736918,0.5234460196292258,45.79,40 40,diatom centric,diatom centric 40 40,diatom centric 45.79
2019-08-20,LSZ2,T24,1,diatom,centric,cyl,40,40,NA,0,0.922,24,24,1,100x,0,NA,NA,NA,NA,NA,0,NaN,40 40,diatom centric,diatom centric 40 40,diatom centric NaN
